COSPAR_number;NORAD_number;owner1;owner2;owner3;owner4
2023-028AB;55766;SpaceX;;;
2023-028D;55744;SpaceX;;;
2023-028C;55743;SpaceX;;;
2023-028X;55762;SpaceX;;;
2023-014AF ;55420;SpaceX;;;
2023-014W ;55411;SpaceX;;;
2023-028AC;55767;SpaceX;;;
2023-014P ;55404;SpaceX;;;
2023-013Y;55353;SpaceX;;;
2023-013T;55348;SpaceX;;;
2023-028W;55761;SpaceX;;;
2023-028P;55754;SpaceX;;;
2023-028M;55752;SpaceX;;;
2023-028R;55756;SpaceX;;;
2023-014AL ;55425;SpaceX;;;
2023-014AC ;55417;SpaceX;;;
2023-028N;55753;SpaceX;;;
2023-014AA ;55415;SpaceX;;;
2023-028Q;55755;SpaceX;;;
2023-014Z ;55414;SpaceX;;;
2023-014AV ;55434;SpaceX;;;
2023-013AD;55358;SpaceX;;;
2023-014Q;55405;SpaceX;;;
2023-014AB ;55416;SpaceX;;;
2023-013AP;55368;SpaceX;;;
2023-014AW                ;55435;SpaceX;;;
2023-013AK;55364;SpaceX;;;
2023-015T;55466;SpaceX;;;
2023-014AE ;55419;SpaceX;;;
2023-014R ;55406;SpaceX;;;
2023-013R;55346;SpaceX;;;
2023-014K ;55400;SpaceX;;;
2023-014V;55410;SpaceX;;;
2023-014BA                ;55439;SpaceX;;;
2023-013AN;55367;SpaceX;;;
2023-015F;55455;SpaceX;;;
2023-014AT ;55432;SpaceX;;;
2023-014AM ;55426;SpaceX;;;
2023-013AL;55365;SpaceX;;;
2023-014AX ;55436;SpaceX;;;
2023-013AE;55359;SpaceX;;;
2023-014AR ;55430;SpaceX;;;
2023-014AS ;55431;SpaceX;;;
2023-013AQ;55369;SpaceX;;;
2023-014AQ ;55429;SpaceX;;;
2023-015N;55461;SpaceX;;;
2023-013AA;55355;SpaceX;;;
2023-013AJ;55363;SpaceX;;;
2023-013Z;55354;SpaceX;;;
2023-015AC;55475;SpaceX;;;
2023-013AC;55357;SpaceX;;;
2023-013D;55334;SpaceX;;;
2023-013Q;55345;SpaceX;;;
2023-013AM;55366;SpaceX;;;
2023-013F;55336;SpaceX;;;
2023-015C;55451;SpaceX;;;
2023-013M;55342;SpaceX;;;
2023-013H;55338;SpaceX;;;
2023-013W;55351;SpaceX;;;
2023-013E;55335;SpaceX;;;
2023-013N;55343;SpaceX;;;
2023-013P;55344;SpaceX;;;
2023-013S;55347;SpaceX;;;
2023-013AF;55360;SpaceX;;;
2023-013AG;55361;SpaceX;;;
2023-013U;55349;SpaceX;;;
2023-013G;55337;SpaceX;;;
2023-013V;55350;SpaceX;;;
2023-015L;55459;SpaceX;;;
2023-013L;55341;SpaceX;;;
2023-013J;55339;SpaceX;;;
2023-015V;55468;SpaceX;;;
2023-015P;55462;SpaceX;;;
2023-015S;55465;SpaceX;;;
2023-013K;55340;SpaceX;;;
2023-015R;55464;SpaceX;;;
2023-015Q;55463;SpaceX;;;
2023-015U;55467;SpaceX;;;
2023-015G;55455;SpaceX;;;
2023-015W;55469;SpaceX;;;
2023-015J;55457;SpaceX;;;
2023-015D;55452;SpaceX;;;
2023-015E;55453;SpaceX;;;
2023-015AE;55477;SpaceX;;;
2023-015B;55450;SpaceX;;;
2023-015AA;55473;SpaceX;;;
2023-015AG;55479;SpaceX;;;
2023-015AB;55474;SpaceX;;;
2023-015AH;55480;SpaceX;;;
2023-015AF;55478;SpaceX;;;
2023-015AL;55483;SpaceX;;;
2023-015AK;55482;SpaceX;;;
2023-015AJ;55481;SpaceX;;;
2023-015AN;55485;SpaceX;;;
2023-015AM;55484;SpaceX;;;
2023-020W;55589;SpaceX;;;
2023-020BG;55623;SpaceX;;;
2023-015A;55449;SpaceX;;;
2023-020AQ;55607;SpaceX;;;
2023-015AQ;55487;SpaceX;;;
2023-020BF;55622;SpaceX;;;
2023-020AA;55593;SpaceX;;;
2023-015AP;55486;SpaceX;;;
2023-015Z;55472;SpaceX;;;
2023-015AR;55488;SpaceX;;;
2023-015X;55470;SpaceX;;;
2023-020BE;55621;SpaceX;;;
2023-020AZ;55616;SpaceX;;;
2023-015Y;55471;SpaceX;;;
2023-020AY;55615;SpaceX;;;
2023-020K;55578;SpaceX;;;
2023-020AX;55614;SpaceX;;;
2023-020AW;55613;SpaceX;;;
2023-020BB;55618;SpaceX;;;
2023-020BD;55620;SpaceX;;;
2023-020AS;55609;SpaceX;;;
2023-020BC;55619;SpaceX;;;
2023-020BA;55617;SpaceX;;;
2023-020AT;55610;SpaceX;;;
2023-020AN;55605;SpaceX;;;
2023-020AR;55608;SpaceX;;;
2023-020U;55587;SpaceX;;;
2023-020V;55588;SpaceX;;;
2023-020AD;55596;SpaceX;;;
2023-020AU;55611;SpaceX;;;
2023-020D;55572;SpaceX;;;
2023-020AV;55612;SpaceX;;;
2023-020AL;55603;SpaceX;;;
2023-020R;55584;SpaceX;;;
2023-020B;55570;SpaceX;;;
2023-020E;55573;SpaceX;;;
2023-020C;55571;SpaceX;;;
2023-020AC;55595;SpaceX;;;
2023-020P;55582;SpaceX;;;
2023-020Q;55583;SpaceX;;;
2023-020AE;55597;SpaceX;;;
2023-020AJ;55601;SpaceX;;;
2023-020G;55575;SpaceX;;;
2023-020F;55574;SpaceX;;;
2023-020AM;55604;SpaceX;;;
2023-020A;55569;SpaceX;;;
2023-020AB;55594;SpaceX;;;
2023-020H;55576;SpaceX;;;
2023-020J;55577;SpaceX;;;
2023-020N;55581;SpaceX;;;
2023-020L;55579;SpaceX;;;
2023-020AH;55600;SpaceX;;;
2023-020AF;55598;SpaceX;;;
2023-020M;55580;SpaceX;;;
2023-042BD;56037;SpaceX;;;
2023-020Z;55592;SpaceX;;;
2023-020Y;55591;SpaceX;;;
2023-020AG;55599;SpaceX;;;
2023-020X;55590;SpaceX;;;
2023-020AK;55602;SpaceX;;;
2023-042AR;56025;SpaceX;;;
2023-020T;55586;SpaceX;;;
2023-020S;55585;SpaceX;;;
2023-042AS;56026;SpaceX;;;
2023-042AP;56023;SpaceX;;;
2023-042AQ;56024;SpaceX;;;
2023-042AV;56029;SpaceX;;;
2023-042AT;56027;SpaceX;;;
2023-042AU;56028;SpaceX;;;
2023-042AW;56030;SpaceX;;;
2023-042BA;56034;SpaceX;;;
2023-042AN;56022;SpaceX;;;
2023-042AZ;56033;SpaceX;;;
2023-042AX;56031;SpaceX;;;
2023-042AY;56032;SpaceX;;;
2023-042U;56004;SpaceX;;;
2023-042T;56003;SpaceX;;;
2023-042BC;56036;SpaceX;;;
2023-042BB;56035;SpaceX;;;
2023-042BE;56038;SpaceX;;;
2023-042W;56006;SpaceX;;;
2023-042BF;56039;SpaceX;;;
2023-037C;55916;SpaceX;;;
2023-028AV;55784;SpaceX;;;
2023-042BG;56040;SpaceX;;;
2023-042S;56002;SpaceX;;;
2023-042BH;56041;SpaceX;;;
2023-042V;56005;SpaceX;;;
2023-042Y;56008;SpaceX;;;
2023-028AZ;55788;SpaceX;;;
2023-042X;56007;SpaceX;;;
2023-028BC;55791;SpaceX;;;
2023-028AL;55775;SpaceX;;;
2023-028AM;55776;SpaceX;;;
2023-028AY;55787;SpaceX;;;
2023-028AK;55774;SpaceX;;;
2023-028BB;55790;SpaceX;;;
2023-028AN;55777;SpaceX;;;
2023-028BA;55789;SpaceX;;;
2023-028AP;55778;SpaceX;;;
2023-028AQ;55779;SpaceX;;;
2023-028AW;55785;SpaceX;;;
2023-028AR;55780;SpaceX;;;
2023-028AS;55781;SpaceX;;;
2023-028AX;55786;SpaceX;;;
2023-028AU;55783;SpaceX;;;
2023-028AT;55782;SpaceX;;;
2023-058AG;56347;SpaceX;;;
2023-028AJ;55773;SpaceX;;;
2023-028AH;55772;SpaceX;;;
2023-058AF;56346;SpaceX;;;
2023-037U;55932;SpaceX;;;
2023-037L;55924;SpaceX;;;
2023-037AK;55947;SpaceX;;;
2023-037V;55933;SpaceX;;;
2023-037K;55923;SpaceX;;;
2023-037D;55917;SpaceX;;;
2023-037A;55914;SpaceX;;;
2023-037AJ;55946;SpaceX;;;
2023-037B;55915;SpaceX;;;
2023-037H;55921;SpaceX;;;
2023-037G;55920;SpaceX;;;
2023-037J;55922;SpaceX;;;
2023-037AC;55940;SpaceX;;;
2023-037E;55918;SpaceX;;;
2023-037F;55919;SpaceX;;;
2023-058AN;56353;SpaceX;;;
2023-058E;56321;SpaceX;;;
2023-058AP;56354;SpaceX;;;
2023-037AT;55955;SpaceX;;;
2023-037Y;55936;SpaceX;;;
2023-037AU;55956;SpaceX;;;
2023-037AV;55957;SpaceX;;;
2023-058AM;56352;SpaceX;;;
2023-058AK;56350;SpaceX;;;
2023-058AJ;56349;SpaceX;;;
2023-058AH;56348;SpaceX;;;
2023-037AR;55953;SpaceX;;;
2023-058AL;56351;SpaceX;;;
2023-037AS;55954;SpaceX;;;
2023-037AQ;55952;SpaceX;;;
2023-037BD;55965;SpaceX;;;
2023-037BC;55964;SpaceX;;;
2023-037S;55930;SpaceX;;;
2023-037T;55931;SpaceX;;;
2023-037R;55929;SpaceX;;;
2023-037AM;55949;SpaceX;;;
2023-037AL;55948;SpaceX;;;
2023-042P;55999;SpaceX;;;
2023-042N;55998;SpaceX;;;
2023-042L;55996;SpaceX;;;
2023-042M;55997;SpaceX;;;
2023-042A;55986;SpaceX;;;
2023-037BA;55962;SpaceX;;;
2023-042AM;56021;SpaceX;;;
2023-037AP;55951;SpaceX;;;
2023-037AA;55938;SpaceX;;;
2023-042Q;56000;SpaceX;;;
2023-037AN;55950;SpaceX;;;
2023-042AL;56020;SpaceX;;;
2023-037Z;55937;SpaceX;;;
2023-037AD;55941;SpaceX;;;
2023-042B;55987;SpaceX;;;
2023-042C;55988;SpaceX;;;
2023-037AE;55942;SpaceX;;;
2023-037AB;55939;SpaceX;;;
2023-037P;55927;SpaceX;;;
2023-037X;55935;SpaceX;;;
2023-037N;55926;SpaceX;;;
2023-037M;55925;SpaceX;;;
2023-037BB;55963;SpaceX;;;
2023-037AH;55945;SpaceX;;;
2023-037AG;55944;SpaceX;;;
2023-037W;55934;SpaceX;;;
2023-037AW;55958;SpaceX;;;
2023-037AX;55959;SpaceX;;;
2023-037Q;55928;SpaceX;;;
2023-037AF;55943;SpaceX;;;
2023-037AZ;55961;SpaceX;;;
2023-042AH;56017;SpaceX;;;
2023-042AB;56011;SpaceX;;;
2023-037AY;55960;SpaceX;;;
2023-042AF;56015;SpaceX;;;
2023-042AC;56012;SpaceX;;;
2023-042AD;56013;SpaceX;;;
2023-042AE;56014;SpaceX;;;
2023-042AG;56016;SpaceX;;;
2023-042R;56001;SpaceX;;;
2023-042AJ;56018;SpaceX;;;
2023-042E;55990;SpaceX;;;
2023-042D;55989;SpaceX;;;
2023-042F;55991;SpaceX;;;
2023-042AK;56019;SpaceX;;;
2023-058AB;56342;SpaceX;;;
2023-042J;55994;SpaceX;;;
2023-042K;55995;SpaceX;;;
2023-042G;55992;SpaceX;;;
2023-058B;56318;SpaceX;;;
2023-042Z;56009;SpaceX;;;
2023-058P;56330;SpaceX;;;
2023-042AA;56010;SpaceX;;;
2023-042H;55993;SpaceX;;;
2023-058AX;56362;SpaceX;;;
2023-058AD;56344;SpaceX;;;
2023-058AC;56343;SpaceX;;;
2023-058AE;56345;SpaceX;;;
2023-058K;56326;SpaceX;;;
2023-058J;56325;SpaceX;;;
2023-058N;56329;SpaceX;;;
2023-058D;56320;SpaceX;;;
2023-058Q;56331;SpaceX;;;
2023-058M;56328;SpaceX;;;
2023-058L;56327;SpaceX;;;
2023-046Q;56107;SpaceX;;;
2023-058F;56322;SpaceX;;;
2023-058H;56324;SpaceX;;;
2023-058G;56323;SpaceX;;;
2023-058A;56317;SpaceX;;;
2023-058C;56319;SpaceX;;;
2023-046M;56104;SpaceX;;;
2023-046N;56105;SpaceX;;;
2023-046AR;56132;SpaceX;;;
2023-046K;56102;SpaceX;;;
2023-046H;56100;SpaceX;;;
2023-046E;56097;SpaceX;;;
2023-046P;56106;SpaceX;;;
2023-046AD;56120;SpaceX;;;
2023-046V;56112;SpaceX;;;
2023-046R;56108;SpaceX;;;
2023-046T;56110;SpaceX;;;
2023-046S;56109;SpaceX;;;
2023-046U;56111;SpaceX;;;
2023-046F;56098;SpaceX;;;
2023-046D;56096;SpaceX;;;
2023-046C;56095;SpaceX;;;
2023-046AC;56119;SpaceX;;;
2023-046AE;56121;SpaceX;;;
2023-046G;56099;SpaceX;;;
2023-046AF;56122;SpaceX;;;
2023-046J;56101;SpaceX;;;
2023-046L;56103;SpaceX;;;
2023-046Y;56115;SpaceX;;;
2023-046A;56093;SpaceX;;;
2023-046X;56114;SpaceX;;;
2023-046AL;56127;SpaceX;;;
2023-046AB;56118;SpaceX;;;
2023-046AA;56117;SpaceX;;;
2023-046B;56094;SpaceX;;;
2023-046W;56113;SpaceX;;;
2023-046Z;56116;SpaceX;;;
2023-046AG;56123;SpaceX;;;
2023-046AP;56130;SpaceX;;;
2023-046AJ;56125;SpaceX;;;
2023-046AQ;56131;SpaceX;;;
2023-046AN;56129;SpaceX;;;
2023-046AM;56128;SpaceX;;;
2023-046AK;56126;SpaceX;;;
2023-046AH;56124;SpaceX;;;
2022-003F;51099;SpaceX;;;
2022-065D;52897;SpaceX;;;
20230001AM;55044;SpaceX;;;
2022-002DH;51087;SpaceX;;;
2022-002DJ;51088;SpaceX;;;
2022-003E;51098;SpaceX;;;
2021-058C;48873;SpaceX;;;
2021-058B;48872;SatRevolution;Steamjet;;
2021-118A;49817;Chosun University;;;
2001-058B;27056;Sternula;;;
2001-058C;27057;SatRevolution;;;
2002-036A;27464;SatRevolution;;;
2002-036B;27465;SatRevolution;;;
2003-037A;27868;SatRevolution;;;
2003-037B;27869;SatRevolution;;;
2004-037A;28419;Atlas 5;;;
2004-037B;28420;Ministry of Defense;;;
2022-020A;51847;Ministry of Defense;;;
2022-113A;53815;Ministry of Defense;;;
2020-098A;47253;Ministry of Defense;;;
2013-003A;39068;Ministry of Defense;;;
2009-023A;34903;Ministry of Defense;;;
2022-033AM;52192;Ministry of Defense;;;
2022-033AL;52191;Ministry of Defense;;;
2021-073C;49068;Synspective;;;
2018-099AY;43804;Synspective;;;
2008-038A;33274;Synspective;;;
2018-033A;43271;Korea Aerospace Research Institute (KARI);;;
2016-083A;41907;Missile Defense Agency (MDA);;;
2016-083B;41908;University of Chile;;;
2018-002A;43099;University of Chile;;;
2018-002B;43100;European Space Agency (ESA);;;
2013-067B;39452;Aalto University;;;
2013-067A;39451;Sky Perfect JSAT Corporation;;;
2013-067C;39453;Sky Perfect JSAT Corporation;DSN Corp.;;
2004-047A;28485;Beijing Space View Technology;;;
2009-051B;35932;Beijing Space View Technology;;;
2005-041B;28885;Beijing Space View Technology;;;
2006-033B;29273;Beijing Space View Technology;;;
2021-095B;49333;European Space Agency (ESA);;;
2011-052A;37818;European Space Agency (ESA);;;
2013-072M;39473;European Space Agency (ESA);;;
2023-054AF;56207;Goddard Space Flight Center;Penn State University;;
2021-033J;48256;Ecole Polytechnique FÃ©dÃ©rale de Lanne (EPFL);;;
2022-019F;51829;Defense Ministry;;;
2022-019G;51830;Defense Ministry;;;
2010-030A;36605;Defense Ministry;;;
2018-081B;43656;Naval Research Laboratory;;;
2000-045B;26464;Operational Responsive Space (ORS) Office;;;
2021-059CA;48951;Kenya Space Agency;;;
2016-081A;41898;Beijing MinoSpace Technology Co., Ltd.;;;
2023-001BS;55073;Minospace;;;
2019-051B;44482;Minospace;;;
2002-055A;27566;German Aerospace Center (DLR);Astrium;;
2013-004A;39070;Alibaba;;;
2014-004A;39504;European Space Agency (ESA) (and 250 international scientific investigators);;;
2017-047A;42915;Orbit Fab;;;
1988-091B;19548;China Meteorological Administration;;;
1991-054B;21639;Herzliya Science Center;;;
1993-003B;22314;US Air Force;;;
1995-035B;23613;National Aeronautics and Space Administration (NASA);;;
2000-034A;26388;National Aeronautics and Space Administration (NASA);Goddard Space Flight Center;;
2002-011A;27389;National Aeronautics and Space Administration (NASA);;;
2022-003B;51095;National Aeronautics and Space Administration (NASA);;;
2017-042E;42829;National Aeronautics and Space Administration (NASA);;;
2008-002A;32476;SES S.A.;;;
2021-102B;49396;National Aeronautics and Space Administration (NASA);SES Americom (SES [SociÃ©tÃ© EuropÃ©enne des Satellites (SES)]);;
2015-077D;41169;National Aeronautics and Space Administration (NASA);;;
2017-007A;41944;National Aeronautics and Space Administration (NASA);;;
2009-009A;34111;National Aeronautics and Space Administration (NASA);;;
2015-068A;41036;National Aeronautics and Space Administration (NASA);Ames Research Center;;
2011-021A;37602;Technical University Berlin;;;
2018-069A;43611;Defense Ministry;;;
2018-059A;43562;Teikyo University;;;
1998-067NV;43547;AgilSpace;;;
2018-084G;43677;PT Telkomunikasi;;;
2007-026A;31698;Telesat Canada Ltd. (BCE, Inc.);;;
2009-035A;35496;Telesat Canada Ltd. (BCE, Inc.);;;
2018-038A;43435;Telesat Canada Ltd. (BCE, Inc.);;;
2012-039D;38710;Telesat Canada Ltd. (BCE, Inc.);APT Satellite Holdings Ltd.;;
2022-144E;55138;Telesat Canada Ltd. (BCE, Inc.);;;
2022-002BB;51033;Colorado State University;;;
2022-002CG;51062;Kyushu Institute of Technology (KIT);;;
2022-002CH;51063;German Aerospace Center (DLR);Infoterra;;
2022-002Q;50998;TerraStar Corporation;;;
2022-002CN;51068;National Aeronautics and Space Administration (NASA);;;
2022-002CT;51073;German Aerospace Center (DLR);;;
2022-002AM;51019;U.S. Space Force;Other Transaction Authority;;
2022-002DD;51083;Herzliya Science Center;;;
2005-028A;28786;Herzliya Science Center;;;
2014-002A;39500;Herzliya Science Center;;;
2016-031A;41552;Herzliya Science Center;;;
2018-099AQ;43796;Herzliya Science Center;;;
2007-004A;30580;Herzliya Science Center;;;
2007-004D;30797;Herzliya Science Center;;;
2007-004E;30798;Herzliya Science Center;;;
2008-049A;33396;Thaicom Public Company Ltd. ;;;
2008-006A;32487;Thaicom Public Company Ltd. ;;;
2009-058B;36033;Thaicom Public Company Ltd. ;;;
2015-022A;40613;SpaceQuest, Ltd.;;;
2003-026A;27825;National Aeronautics and Space Administration (NASA);University of California, Berkeley (in partnership with Germany, France, Austria, Canada);;
2008-001A;32404;National Aeronautics and Space Administration (NASA);University of California, Berkeley (in partnership with Germany, France, Austria, Canada);;
 2021-035A ;48275;National Aeronautics and Space Administration (NASA);University of California, Berkeley (in partnership with Germany, France, Austria, Canada);;
2010-040A;36985;Geo-Informatics and Space Technology Development Agency (GISTDA);;;
2012-020A;38256;Telenor Satellite Broadcasting;;;
2015-061A;40988;Telenor Satellite Broadcasting;;;
2021-067A;49049;Telenor Satellite Broadcasting;;;
2019-024A;44207;Thuraya Satellite Communications;;;
2019-024B;44209;Thuraya Satellite Communications;;;
2021-074A;49071;China Manned Space Engineering Office (CMSEO);;;
2021-074B;49072;China Aerospace Science and Technology Corp. (CASC);;;
2023-030A;55836;China Aerospace Science and Technology Corp. (CASC);;;
2023-030D;55839;China Aerospace Science and Technology Corp. (CASC);;;
2021-117A;49812;China Aerospace Science and Technology Corp. (CASC);;;
2022-031A;52150;China Aerospace Science and Technology Corp. (CASC);;;
2017-012A;42061;China Aerospace Science and Technology Corp. (CASC);;;
2008-019A;32779;China Aerospace Science and Technology Corp. (CASC);;;
2011-032A;37737;China Aerospace Science and Technology Corp. (CASC);;;
2019-017A;44076;China Aerospace Science and Technology Corp. (CASC);;;
2021-124A;50005;China Aerospace Science and Technology Corp. (CASC);;;
2022-078A;53100;Tianjin University;;;
2012-040A;38730;China Aerospace Science and Industry Corporation (CASIC);;;
2016-072A;41869;Chinese Academy of Launch Vehicle Technology (CASIC);;;
2021-063A;49011;China Aerospace Science and Technology Corp. (CASC);;;
2023-003B;55134;China Aerospace Science and Technology Corp. (CASC);;;
2023-003C;55135;China Aerospace Science and Technology Corp. (CASC);;;
2023-039A;55973;China Aerospace Science and Technology Corp. (CASC);;;
2023-039B;55974;China Aerospace Science and Technology Corp. (CASC);;;
2023-039C;55975;China Aerospace Science and Technology Corp. (CASC);;;
2023-039D;55976;China Aerospace Science and Technology Corp. (CASC);;;
2018-083G;43668;China Aerospace Science and Technology Corp. (CASC);;;
2020-051C;45941;Xiyong Microelectrics Park;;;
2020-080A;46904;Xiyong Microelectrics Park;;;
2021-039D;48426;Xiyong Microelectrics Park;;;
2023-003D;55136;Xiyong Microelectrics Park;;;
2021-055E;48864;Xiyong Microelectrics Park;;;
2021-065B;49027;Xiyong Microelectrics Park;;;
2022-019A;51824;Guodian Gaoke;;;
2019-052B;44487;Guodian Gaoke;;;
2019-032B;44311;Guodian Gaoke;;;
2019-087C;44840;Guodian Gaoke;;;
2019-087D;44841;Guodian Gaoke;;;
2020-003D;45019;Guodian Gaoke;;;
2020-076D;46810;Guodian Gaoke;;;
2020-102A;47296;Guodian Gaoke;;;
2021-033E;48252;Guodian Gaoke;;;
2019-093A;44879;Guodian Gaoke;;;
2019-093C;44881;Guodian Gaoke;;;
2021-091C;49317;Guodian Gaoke;;;
2016-048A;41725;Guodian Gaoke;;;
2020-082A;46916;Guodian Gaoke;;;
2021-003A;47321;Guodian Gaoke;;;
2014-053B;40144;Guodian Gaoke;;;
2015-049A;40899;GasTianta and GZH-HNJ BDS AGR Co., Ltd.;;;
2020-058B;46233;Sun Yat-sen University;;;
2019-032F;44315;Insight Position Digital Intelligence Technology Service Co., Ltd. ;;;
2019-032G;44316;China Telecom;;;
2022-066A;52901;China Telecom;;;
2019-005C;43944;China Telecom;;;
2019-072D;44706;National University of Defense Technology;;;
2019-087E;44842;National University of Defense Technology;;;
2019-087F;44843;National University of Defense Technology;;;
2018-008A;43155;China Electronic Technology Group;;;
2018-008D;43158;China Electronic Technology Group;;;
2021-091J;49323;CASIOM;;;
2018-094C;43712;Spacety Aerospace Company;;;
2023-007P;55261;Spacety Aerospace Company;ThrustMe;;
2019-080A;44800;Spacety Aerospace Company;;;
2014-033AK;40043;Spacety Aerospace Company;;;
2001-055B;26998;Spacety Aerospace Company;Changsha Gaoxinqu Tianyi Research Institute;;
2015-046A;40892;Spacety Aerospace Company;Changsha Gaoxinqu Tianyi Research Institute;;
2017-001A;41911;Nanjing University;;;
2018-110A;43874;Chinese Academy of Sciences (CAS);China Academy of Space Technology;;
2018-110C;43917;Institute of Software Chinese Academy of Sciences;;;
2019-070A;44637;Ministry of Defense;;;
2020-002A;44978;La Sapienza University of Rome;;;
2021-010A;47613;National Aeronautics and Space Administration (NASA);Applied Physics Laboratory, Johns Hopkins;;
2021-077A;49115;China Academy of Space Technology (CAST);;;
2013-075A;39481;Shanghai Academy of Spaceflight Technology;;;
2023-054X;56199;China Academy of Space Technology (CAST);;;
2020-061J;46280;China Academy of Space Technology (CAST);;;
2021-059Y;48901;China Academy of Space Technology (CAST);;;
2022-047AC;52420;Shanghai Academy of Spaceflight Technology;;;
2022-047AA;52418;Shanghai Academy of Spaceflight Technology;;;
1997-068A;25034;Shanghai Academy of Spaceflight Technology;;;
2007-029A;31792;Bolivia Aerospace Bureau;;;
2020-061AS;46312;Tomorrow.io;;;
2021-059X;48900;University of Malibor;SkyLabs;;
2013-009F;39091;National Aeronautics and Space Administration (NASA);;;
2015-023A;40617;MyRadar;;;
2008-030B;33056;MyRadar;;;
2014-007A;39522;National Reconnaissance Office (NRO);US Air Force;;
2015-060A;40984;Ministry of Defense;;;
2021-001A;47306;Tallinn University of Technology;;;
2021-126A;50212;Technical University Berlin;;;
2020-061Y;46294;Technical University of Graz;;;
2019-089A;44852;Turkmenistan Ministry of Communications;SSI-Monaco;;
2019-089G;44853;Turksat;;;
2021-041BF;48606;Turksat;;;
2021-023D;47968;Turksat;;;
2020-061Z;46295;Turksat;;;
2020-059C;46267;Turksat;;;
2021-059P;48892;Tyvak Nanosatellite Systems, Inc.;;;
2021-023B;47966;Elbit Systems;;;
2021-059V;48898;Elbit Systems;;;
2021-034D;48271;Tyvak Nanosatellite Systems, Inc.;;;
2017-036AG;42795;Tyvak Nanosatellite Systems, Inc.;;;
2018-004AK;43144;Tyvak Nanosatellite Systems, Inc.;;;
1999-063A;25967;Tyvak Nanosatellite Systems, Inc.;;;
2003-057A;28117;Tyvak Nanosatellite Systems, Inc.;;;
1993-056A;22787;Tyvak Nanosatellite Systems, Inc.;;;
1995-003A;23467;Tyvak Nanosatellite Systems, Inc.;;;
1998-016A;25258;Tyvak Nanosatellite Systems, Inc.;;;
2009-041C;35683;Tyvak Nanosatellite Systems, Inc.;;;
2022-002C;50986;Tyvak Nanosatellite Systems, Inc.;;;
2023-001AT;55050;US Navy;;;
2023-001AD;55036;US Navy;;;
2023-054W;56198;US Navy;;;
2021-059AD;48906;US Navy;;;
2022-002AF;51013;US Navy;;;
2022-002DC;51082;UK;DMC International Imaging (DMCII);;
2022-002BA;51032;UMBRA;;;
2022-002CP;51069;UMBRA;;;
2014-029B;39767;UMBRA;;;
2020-061E;46276;UMBRA;;;
2020-083A;46918;UMBRA;;;
2020-101A;47294;Alba Orbital;;;
2020-101B;47295;Alba Orbital;;;
2022-002CX;51077;Alba Orbital;;;
2021-052A;48846;Alba Orbital;;;
2021-052B;48847;Wakayama University (UNIFORM consortium);;;
2021-052C;48848;Polytechnic University of Madrid;;;
2022-002CV;51075;National Reconnaissance Office (NRO);US Air Force;;
2022-064B;52889;National Reconnaissance Office (NRO);US Air Force;;
2022-064C;52890;National Reconnaissance Office (NRO);US Air Force;;
2022-064D;52891;National Reconnaissance Office (NRO);;;
2022-064E;52892;National Reconnaissance Office (NRO);;;
2022-073B;52942;National Reconnaissance Office (NRO);;;
2021-006AB;47438;National Reconnaissance Office (NRO);;;
2018-111E;43880;National Reconnaissance Office (NRO);;;
2021-006BY;47483;National Reconnaissance Office (NRO);;;
2021-006DQ;47524;National Reconnaissance Office (NRO);;;
2021-006BC;47463;National Reconnaissance Office (NRO);;;
2012-046A;38752;National Reconnaissance Office (NRO);;;
2012-046B;38753;US Space Force;;;
2023-054AP;56215;University of Versailles Saint-Quentin-en-Yvelines (UVSQ);National Centre for Scientific Research (CNRS);;
2019-038G;44392;University of WÃ¼rzburg;;;
2021-023A;47965;NASA;Carnegie Mellon University;;
2015-077F;41171;NASA;Carnegie Mellon University;;
2015-077A;41166;NASA;Carnegie Mellon University;;
2017-044B;42901;National Aeronautics and Space Administration (NASA);Johns Hopkins University Applied Physics Laboratory;;
2011-059A;37843;National Aeronautics and Space Administration (NASA);Johns Hopkins University Applied Physics Laboratory;;
2017-029A;42740;VISIONA Tecnologia Espacial S.A. ;;;
2023-001AZ;55056;Moscow State University;;;
2023-054U;56196;Care Weather Technologies;;;
2008-018A;32767;Nanyang Technological University;;;
2012-023B;38332;Nanyang Technological University;;;
2023-054AX;56223;Centre National d'Etudes Spatiales (CNES);Israel Space Agency;;
2013-021B;39160;ViaSat, Inc.;;;
2012-052A;38782;ViaSat, Inc.;;;
2017-060A;42954;Momentus, Inc.;;;
2021-059CQ;48965;Momentus, Inc.;;;
2022-126A;54020;Vietnamese Posts and Telecommunications Group (VNPT);;;
2022-126B;54021;Vietnamese Posts and Telecommunications Group (VNPT);;;
2018-011A;43169;C3S LLC;;;
2018-034E;43279;Space Technology Institute-Vietnam Academy of Science and Technology (STI-VAST);;;
2022-108A;53757;Bolivarian Agency for Space Activities;;;
2022-108B;53758;Bolivarian Agency for Space Activities;;;
2022-019D;51827;European Space Agency (ESA);;;
2022-019E;51828;Shanghai Micro Satellite Engineering Center;;;
2022-073A;52941;Shanghai Micro Satellite Engineering Center;;;
2007-046A;32258;Shanghai Micro Satellite Engineering Center;;;
2019-014A;44071;Shanghai Micro Satellite Engineering Center;;;
2009-017A;34713;CENTI (China-Europe Networks of technology and Innovation);;;
2009-068A;36108;CENTI (China-Europe Networks of technology and Innovation);;;
