officialName;COSPAR_number;NORAD_number;id_t;detailedPurpose;orbitSat;typeOrbitSat;longitudeGEO;perihelionSat;aphelionSat;eccentricitySat;inclinationSat;periodSat;drymass;power;expectedLifetime;launchSite;launchVehicle
Starlink-4266 ;2022-062AR;52869;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4267 ;2022-062AL;52864;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4268 ;2022-083BD;53183;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4269 ;2022-076G;52992;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4270 ;2022-062AK;52863;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4271 ;2022-076AC;53012;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4272 ;2022-062AN;52866;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4273 ;2022-083BB;53181;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4274 ;2022-062AM;52865;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4275 ;2022-076Y;53008;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4276 ;2022-083AZ;53179;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4277 ;2022-076Z;53009;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4278 ;2022-083BC;53182;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4279 ;2022-076AJ;53018;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4280 ;2022-083AY;53178;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4281 ;2022-076AH;53017;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4282 ;2022-076AK;53019;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4283 ;2022-076AG;53016;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4284 ;2022-076AP;53023;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4285 ;2022-076F;52991;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4286 ;2022-076E;52990;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4287 ;2022-076AL;53020;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4289 ;2022-076AQ;53024;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4290 ;2022-076W;53006;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4291 ;2022-076C;52988;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4292 ;2022-083AV;53175;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4293 ;2022-076D;52989;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4294 ;2022-083AW;53176;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4295 ;2022-076L;52996;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4296 ;2022-076K;52995;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4297;2022-101S;53543;253;;LEO;Non-Polar Inclined;0;539;541;1,45E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4298 ;2022-083AX;53177;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4299 ;2022-083AS;53172;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4300 ;2022-083AT;53173;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4301 ;2022-076M;52997;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4302;2022-099S;53481;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4303;2022-101T;53544;253;;LEO;Non-Polar Inclined;0;539;541;1,45E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4304 ;2022-097AC;53414;253;;LEO;Non-Polar Inclined;0;538;541;2,17E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4305 ;2022-077T;53060;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4306 ;2022-077AA;53067;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4307 ;2022-077W;53063;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4308 ;2022-077U;53061;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4309 ;2022-077Z;53066;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4310 ;2022-077AH;53074;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4311 ;2022-077V;53062;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4312 ;2022-077Y;53065;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4313 ;2022-077X;53064;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4314 ;2022-077P;53056;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4315 ;2022-077AL;53077;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4316;2022-099G;53471;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4317 ;2022-077R;53058;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4318 ;2022-077AV;53086;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4319 ;2022-077AT;53084;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4320 ;2022-077S;53059;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4321 ;2022-077AR;53082;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4322 ;2022-077AM;53078;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4323 ;2022-077AC;53069;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4324 ;2022-077AU;53085;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4325 ;2022-077AB;53068;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4326 ;2022-077AQ;53081;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4327 ;2022-077AN;53079;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4328 ;2022-077AE;53071;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4329 ;2022-077AW;53087;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4330 ;2022-077AP;53080;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4331 ;2022-077D;53046;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4332 ;2022-084B;53190;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4333 ;2022-077AX;53088;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4334;2022-105T;53665;253;;LEO;Sun-Synchronous;0;556;560;2,89E-04;97,6;95,8;;;4;Vandenberg AFB;Falcon 9
Starlink-4335 ;2022-084AC;53215;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4336 ;2022-077J;53051;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4337 ;2022-077L;53053;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4338 ;2022-077N;53055;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4339 ;2022-077M;53054;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4340;2022-099AF;53494;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4341 ;2022-077K;53052;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4342 ;2022-077AD;53070;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4343 ;2022-077H;53050;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4344 ;2022-077AF;53072;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4345 ;2022-077G;53049;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4346 ;2022-077AG;53073;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4347 ;2022-077AK;53076;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4348 ;2022-077AJ;53075;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4349 ;2022-077B;53044;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4350 ;2022-077C;53045;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4351 ;2022-084E;53193;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4352 ;2022-077E;53047;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4353 ;2022-084AB;53214;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4354 ;2022-084AL;53223;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4355 ;2022-077F;53048;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4356 ;2022-084AM;53224;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4357;2022-105Q;53662;253;;LEO;Sun-Synchronous;0;556;560;2,89E-04;97,6;95,8;;;4;Vandenberg AFB;Falcon 9
Starlink-4358 ;2022-084AN;53225;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4359  ;2022-084AP;53226;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4360;2022-099T;53482;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4361;2022-099AE;53493;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4362 ;2022-077A;53043;253;;LEO;Sun-Synchronous;0;562;564;1,44E-04;97,6;95,9;;;4;Cape Canaveral;Falcon 9
Starlink-4363 ;2022-084AH;53220;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4364 ;2022-084AT;53230;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4365 ;2022-084AR;53228;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4366 ;2022-084AQ;53227;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4367 ;2022-084AS;53229;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4368 ;2022-084AX;53234;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4369 ;2022-084C;53191;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4370 ;2022-084AU;53231;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4371 ;2022-084AV;53232;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4372 ;2022-084AW;53233;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4373 ;2022-084AG;53219;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4374;2022-105E;53652;253;;LEO;Sun-Synchronous;0;556;560;2,89E-04;97,6;95,8;;;4;Vandenberg AFB;Falcon 9
Starlink-4375 ;2022-084D;53192;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4376 ;2022-084AD;53216;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4377 ;2022-084AJ;53221;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4378;2022-099M;53476;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4379 ;2022-084AE;53217;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4380;2022-105C;53650;253;;LEO;Sun-Synchronous;0;556;560;2,89E-04;97,6;95,8;;;4;Vandenberg AFB;Falcon 9
Starlink-4381 ;2022-084AK;53222;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4382 ;2022-084F;53194;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4383;2022-099J;53473;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4384 ;2022-084AF;53218;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4385 ;2022-084K;53198;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4386;2022-105B;53649;253;;LEO;Sun-Synchronous;0;556;560;2,89E-04;97,6;95,8;;;4;Vandenberg AFB;Falcon 9
Starlink-4387;2022-099AB;53490;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4388;2022-105D;53651;253;;LEO;Sun-Synchronous;0;556;560;2,89E-04;97,6;95,8;;;4;Vandenberg AFB;Falcon 9
Starlink-4389;2022-099L;53475;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4390;2022-105F;53653;253;;LEO;Sun-Synchronous;0;556;560;2,89E-04;97,6;95,8;;;4;Vandenberg AFB;Falcon 9
Starlink-4391 ;2022-084A;53189;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4392;2922-099AA;53489;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4393;2022-099F;53470;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4394;2022-099C;53467;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4395 ;2022-084L;53199;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4396;2022-104BB;53637;253;;LEO;Non-Polar Inclined;0;539;541;1,45E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4397 ;2022-084S;53205;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4398;2022-099B;53466;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4399;2022-099E;53469;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4400;2022-099D;53468;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4401;2022-099U;53483;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4402;2022-099AW;53509;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4403 ;2022-084J;53197;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4404 ;2022-084G;53195;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4405  ;2022-084N;53201;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4406;2022-105V;53667;253;;LEO;Sun-Synchronous;0;556;560;2,89E-04;97,6;95,8;;;4;Vandenberg AFB;Falcon 9
Starlink-4407 ;2022-084H;53196;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4408 ;2022-084T;53206;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4409 ;2022-084Q;53203;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4410 ;2022-084R;53204;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4411 ;2022-084P;53202;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4412;2022-099N;53477;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4413 ;2022-084U;53207;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4414 ;2022-084AA;53213;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4415;2022-099A;53465;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4416 ;2022-084Z;53212;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4417 ;2022-084M;53200;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4418;2022-105AG;53678;253;;LEO;Sun-Synchronous;0;556;560;2,89E-04;97,6;95,8;;;4;Vandenberg AFB;Falcon 9
Starlink-4419 ;2022-084Y;53211;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4420;2022-105G;53654;253;;LEO;Sun-Synchronous;0;556;560;2,89E-04;97,6;95,8;;;4;Vandenberg AFB;Falcon 9
Starlink-4421;2022-099Z;53488;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4422;2022-104BD;53639;253;;LEO;Non-Polar Inclined;0;539;541;1,45E-04;53,2;95,4;;;4;Cape Canaveral;Falcon 9
Starlink-4423 ;2022-084W;53209;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4424;2022-105AK;53681;253;;LEO;Sun-Synchronous;0;556;560;2,89E-04;97,6;95,8;;;4;Vandenberg AFB;Falcon 9
Starlink-4425 ;2022-084V;53208;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4426;2022-099V;53484;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4427 ;2022-084X;53210;253;;LEO;Sun-Synchronous;0;561;564;2,16E-04;97,7;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4428;2022-105AA;53672;253;;LEO;Sun-Synchronous;0;556;560;2,89E-04;97,6;95,8;;;4;Vandenberg AFB;Falcon 9
Starlink-4429;2022-099AG;53495;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4430;2022-099W;53485;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4431;2022-099X;53486;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4432;2022-099Y;53487;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4433;2022-099P;53478;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4434;2022-099AN;53501;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4435;2022-099AP;53502;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4436;2022-099Q;53479;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4437;2022-099AT;53506;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4438;2022-105AL;53682;253;;LEO;Sun-Synchronous;0;556;560;2,89E-04;97,6;95,8;;;4;Vandenberg AFB;Falcon 9
Starlink-4439;2022-099AK;53498;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4440;2022-105Z;53671;253;;LEO;Sun-Synchronous;0;556;560;2,89E-04;97,6;95,8;;;4;Vandenberg AFB;Falcon 9
Starlink-4441;2022-099AX;53510;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4442;2022-099R;53480;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4443;2022-099AV;53508;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
Starlink-4444;2022-099AU;53507;253;;LEO;Non-Polar Inclined;0;562;564;1,44E-04;53,2;95,9;;;4;Vandenberg AFB;Falcon 9
