officialName;COSPAR_number;NORAD_number;id_t;detailedPurpose;orbitSat;typeOrbitSat;longitudeGEO;perihelionSat;aphelionSat;eccentricitySat;inclinationSat;periodSat;drymass;power;expectedLifetime;launchSite;launchVehicle
Jason 3;2016-002A;41240;253;Earth Science;LEO;Non-Polar Inclined;0;1.301;1.324;1,50E-03;66;111,8;" 	510 ";500;5;Vandenberg AFB;Falcon 9
JCSat 10;2006-033A;29272;253;;GEO;;127,51;35.772;35.801;3,44E-04;1,19;1436,1;" 	1.858 ";;15;Guiana Space Center;Ariane 5
JCSat 13;2012-023A;38331;253;;GEO;;124;35.780;35.791;1,30E-04;0,05;1436,03;;;15;Guiana Space Center;Ariane 5 ECA
JCSat 14;2016-028A;41471;253;;GEO;;154;35.861;35.924;7,45E-04;0,02;1441,5;;;15;Cape Canaveral;Falcon 9
JCSat 15;2016-082A;41903;253;;GEO;;110;35.721;35.774;6,29E-04;0;1434,1;;;15;Guiana Space Center;Ariane 5
JCSat 16;2016-050A;41729;253;;GEO;;162;35.786;35.801;1,78E-04;0;1436,01;;;15;Cape Canaveral;Falcon 9
JCSat 17;2020-013A;45245;253;;GEO;;136;35.773;35.800;3,20E-04;6,97;1436,11;;;15;Guiana Space Center;Ariane 5
JCSat18/Kacific 1;2019-091A;44868;253;;GEO;;150;35.779;35.800;2,49E-04;0,08;1436,2;;;15;Cape Canaveral;Falcon 9
JCSat 2A;2002-015A;27399;253;;GEO;;154;35.788;35.794;7,12E-05;0,01;1436,1;" 	1.460 ";3500;11;Guiana Space Center;Ariane 44L
JCSat 9;2006-010A;29045;253;;GEO;;132,04;35.776;35.797;2,49E-04;0,01;1436,1;;;12;Sea Launch Odyssey;Zenit 3SL
JCSat RA;2009-044A;35755;253;;GEO;;142,49;35.780;35.794;1,66E-04;0,04;1436,12;;;15;Guiana Space Center;Ariane 5
Jiading-1;2018-094D;43713;253;Internet of Things (IoT);LEO;Sun-Synchronous;0;489;504;1,09E-03;97,4;97,3;;;;Jiuquan Satellite Launch Center;Long March 2D
Jilin-1;2019-032A;44310;253;Optical Imaging;LEO;Non-Polar Inclined;0;555;575;1,44E-03;45;96;;;;Yellow Sea Launch Platform;Long March 11
Jilin-1;2015-057B;40959;253;Optical Imaging (video);LEO;Sun-Synchronous;0;639;664;1,78E-03;98,04;97,75;;;;Jiuquan Satellite Launch Center;Long March 2D
Jilin-1;2015-057C;40960;253;Optical Imaging (video);LEO;Sun-Synchronous;0;639;663;1,71E-03;98,04;97,74;;;;Jiuquan Satellite Launch Center;Long March 2D
Jilin-1 GaoFen 02A;2019-075A;44777;253;Multispectral Imaging;LEO;Sun-Synchronous;0;537;554;1,23E-03;97,5;95,4;;;;Jiuquan Satellite Launch Center;Kuaizhou 1A
Jilin-1 GaoFen 02B;2019-086A;44836;253;Optical Imaging;LEO;Sun-Synchronous;0;537;553;1,16E-03;97,5;95,4;;;;Jiuquan Satellite Launch Center;Kuaizhou 1A
Jilin-1 GaoFen 02D ;2021-086A;49256;253;Optical Imaging;LEO;Sun-Synchronous;0;531;545;1,01E-03;97,5;95,4;;;;Jiuquan Satellite Launch Center;Kuaizhou 1A
Jilin 1 GaoFen 02F;2021-097A;49338;253;Optical Imaging;LEO;Sun-Synchronous;0;532;546;1,01E-03;97,5;95,4;;;;Jiuquan Satellite Launch Center;Kuaizhou 1A
Jilin-1 GaoFen 03B-01 ;2020-065A;46454;253;Optical Imaging;LEO;Sun-Synchronous;0;531;547;1,16E-03;97,5;94,5;;;;Yellow Sea Launch Platform;Long March 11
Jilin-1 GaoFen 03B-02 ;2020-065B;46455;253;Optical Imaging;LEO;Sun-Synchronous;0;530;546;1,16E-03;97,5;94,5;;;;Yellow Sea Launch Platform;Long March 11
Jilin-1 GaoFen 03B-03 ;2020-065C;46456;253;Optical Imaging;LEO;Sun-Synchronous;0;530;546;1,16E-03;97,5;94,5;;;;Yellow Sea Launch Platform;Long March 11
Jilin-1 GaoFen 03B-04 ;2020-065D;46457;253;Optical Imaging;LEO;Sun-Synchronous;0;530;545;1,09E-03;97,5;94,5;;;;Yellow Sea Launch Platform;Long March 11
Jilin-1 GaoFen 03B-05 ;2020-065E;46458;253;Optical Imaging;LEO;Sun-Synchronous;0;529;546;1,23E-03;97,5;94,5;;;;Yellow Sea Launch Platform;Long March 11
Jilin-1 GaoFen 03B-06 ;2020-065F;46459;253;Optical Imaging;LEO;Sun-Synchronous;0;529;546;1,23E-03;97,5;94,5;;;;Yellow Sea Launch Platform;Long March 11
Jilin-1 GaoFen 03C-01 ;2020-065G;46460;253;Video Imaging;LEO;Sun-Synchronous;0;528;546;1,30E-03;97,5;94,5;;;;Yellow Sea Launch Platform;Long March 11
Jilin-1 GaoFen 03C-02 ;2020-065H;46461;253;Video Imaging;LEO;Sun-Synchronous;0;528;546;1,30E-03;97,5;94,5;;;;Yellow Sea Launch Platform;Long March 11
Jilin-1 GaoFen 03C-03 ;2020-065J;46462;253;Video Imaging;LEO;Sun-Synchronous;0;528;546;1,30E-03;97,5;94,5;;;;Yellow Sea Launch Platform;Long March 11
Jilin-1 GaoFen 03D 10;2022-019K;51833;253;Optical Imaging;LEO;Sun-Synchronous;0;524;549;1,81E-03;97,5;94,5;;;;Wenchang Space Center;Long March 8
Jilin-1 GaoFen 03D 11;2022-019L;51834;253;Optical Imaging;LEO;Sun-Synchronous;0;526;548;1,59E-03;97,5;94,5;;;;Wenchang Space Center;Long March 8
Jilin-1 GaoFen 03D 12;2022-019M;51835;253;Optical Imaging;LEO;Sun-Synchronous;0;526;548;1,59E-03;97,5;94,5;;;;Wenchang Space Center;Long March 8
Jilin-1 GaoFen 03D 13;2022-019N;51836;253;Optical Imaging;LEO;Sun-Synchronous;0;526;548;1,59E-03;97,5;94,5;;;;Wenchang Space Center;Long March 8
Jilin-1 GaoFen 03D 14;2022-019P;51837;253;Optical Imaging;LEO;Sun-Synchronous;0;521;547;1,88E-03;97,5;94,5;;;;Wenchang Space Center;Long March 8
Jilin-1 GaoFen 03D 15;2022-019Q;51838;253;Optical Imaging;LEO;Sun-Synchronous;0;526;547;1,52E-03;97,5;94,5;;;;Wenchang Space Center;Long March 8
Jilin-1 GaoFen 03D 16 ;2022-019R;51839;253;Optical Imaging;LEO;Sun-Synchronous;0;527;547;1,45E-03;97,5;94,5;;;;Wenchang Space Center;Long March 8
Jilin-1 GaoFen 03D 17;2022-019S;51840;253;Optical Imaging;LEO;Sun-Synchronous;0;526;546;1,45E-03;97,5;94,5;;;;Wenchang Space Center;Long March 8
Jilin-1 GaoFen 03D 18;2022-019T;51841;253;Optical Imaging;LEO;Sun-Synchronous;0;527;546;1,38E-03;97,5;94,5;;;;Wenchang Space Center;Long March 8
Jilin-1 Gaofen 03D-01;2021-062B;49004;253;Optical Imaging;LEO;Sun-Synchronous;0;528;543;1,09E-03;97,5;94,5;;;;Taiyuan Launch Center;Long March 2D
Jilin-1 Gaofen 03D-02;2021-061C;49005;253;Optical Imaging;LEO;Sun-Synchronous;0;529;544;1,09E-03;97,5;94,5;;;;Taiyuan Launch Center;Long March 2D
Jilin-1 Gaofen 03D-03;2021-062D;49006;253;Optical Imaging;LEO;Sun-Synchronous;0;528;544;1,16E-03;97,5;94,5;;;;Taiyuan Launch Center;Long March 2D
Jilin-1 GaoFen 03D-04;2022-046B;52389;253;Optical Imaging;LEO;Sun-Synchronous;0;530;546;1,16E-03;97,5;94,5;;;;Yellow Sea Launch Platform;Long March 11
Jilin-1 GaoFen 03D-05;2022-046C;52390;253;Optical Imaging;LEO;Sun-Synchronous;0;531;543;8,69E-04;97,5;94,5;;;;Yellow Sea Launch Platform;Long March 11
Jilin-1 GaoFen 03D-06;2022-046D;52391;253;Optical Imaging;LEO;Sun-Synchronous;0;526;548;1,59E-03;97,5;94,5;;;;Yellow Sea Launch Platform;Long March 11
Jilin-1 GaoFen 03D-07;2022-046E;52392;253;Optical Imaging;LEO;Sun-Synchronous;0;523;550;1,95E-03;97,5;94,5;;;;Yellow Sea Launch Platform;Long March 11
Jilin-1 GaoFen 03D-27;2022-048B;52444;253;Optical Imaging;LEO;Sun-Synchronous;0;528;545;1,23E-03;97,5;94,5;;;;Taiyan Launch Center;Long March 2
Jilin-1 GaoFen 03D-28;2022-048C;52445;253;Optical Imaging;LEO;Sun-Synchronous;0;528;545;1,23E-03;97,5;94,5;;;;Taiyan Launch Center;Long March 2
Jilin-1 GaoFen 03D-29;2022-048D;52446;253;Optical Imaging;LEO;Sun-Synchronous;0;528;545;1,23E-03;97,5;94,5;;;;Taiyan Launch Center;Long March 2
Jilin-1 GaoFen 03D-30;2022-048E;52447;253;Optical Imaging;LEO;Sun-Synchronous;0;528;545;1,23E-03;97,5;94,5;;;;Taiyan Launch Center;Long March 2
Jilin-1 GaoFen 03D-31;2022-048F;52448;253;Optical Imaging;LEO;Sun-Synchronous;0;528;545;1,23E-03;97,5;94,5;;;;Taiyan Launch Center;Long March 2
Jilin-1 GaoFen 03D-32;2022-048G;52449;253;Optical Imaging;LEO;Sun-Synchronous;0;528;545;1,23E-03;97,5;94,5;;;;Taiyan Launch Center;Long March 2
Jilin-1 GaoFen 03D-33;2022-048H;52450;253;Optical Imaging;LEO;Sun-Synchronous;0;528;545;1,23E-03;97,5;94,5;;;;Taiyan Launch Center;Long March 2
Jilin-1 GaoFen 03D-34;2023-007D;55251;253;Optical Imaging;LEO;Sun-Synchronous;0;491;496;3,64E-04;97,4;94,5;" 	42 ";;;Taiyuan Launch Center;Long March 2D
Jilin-1 GaoFen 04A;2022-046A;52388;253;Optical Imaging;LEO;Sun-Synchronous;0;525;548;1,67E-03;97,5;94,5;;;;Yellow Sea Launch Platform;Long March 11
Wofuman;2023-007J;55256;253;Optical Imaging;LEO;Sun-Synchronous;0;;;;;;;;;Taiyuan Launch Center;Long March 2D
Haihe-1;2023-007H;55255;253;Optical Imaging;LEO;Sun-Synchronous;0;485;495;7,29E-04;97,4;94,5;" 	42 ";;;Taiyuan Launch Center;Long March 2D
Jilin 1 Kuanfu 01B;2021-062A;49003;253;Optical Imaging;LEO;Sun-Synchronous;0;530;545;1,09E-03;97,5;94,5;;;;Taiyuan Launch Center;Long March 2D
Jilin 1 Kuanfu 01C;2022-048A;52443;253;Optical Imaging;LEO;Sun-Synchronous;0;528;543;1,09E-03;97,5;94,5;;;;Taiyuan Launch Center;Long March 2D
Jilin-1 Kuanfu-1;2020-003A;45016;253;Optical Imaging;LEO;Sun-Synchronous;0;477;492;1,09E-03;97,3;94,3;;;;Taiyuan Launch Center;Long March 2D
Jilin-1 Mofang 02A01;2022-019J;51832;253;Optical Imaging;LEO;Sun-Synchronous;0;526;550;1,74E-03;97,5;94,5;;;;Wenchang Space Center;Long March 8
Jilin-1 Mofang 02A03;2023-007E;55252;253;Optical Imaging;LEO;Sun-Synchronous;0;487;496;6,56E-04;97,4;94,5;" 	18 ";;;Taiyuan Launch Center;Long March 2D
Jilin-1 Mofang 02A04;2023-007F;55253;253;Optical Imaging;LEO;Sun-Synchronous;0;481;494;4,95E+02;97,4;94,5;" 	18 ";;;Taiyuan Launch Center;Long March 2D
Jilin-1 Mofang 02A07;2023-007G;55254;253;Optical Imaging;LEO;Sun-Synchronous;0;478;495;4,95E+02;97,4;94,5;" 	18 ";;;Taiyuan Launch Center;Long March 2D
Jilin-1;2015-057D;40961;253;Optical Imaging;LEO;Sun-Synchronous;0;638;662;1,71E-03;98,05;97,73;;;;Jiuquan Satellite Launch Center;Long March 2D
Jilin-1-10;2019-005E;43946;253;Multispectral Imaging;LEO;Sun-Synchronous;0;521;538;1,23E-03;97,5;95,2;;;3;Jiuquan Satellite Launch Center;Long March 11
Jilin-1;2017-002B;41914;253;Optical Imaging;LEO;Sun-Synchronous;0;531;544;9,41E-04;95,4;97,54;;;;Jiuquan Satellite Launch Center;Kuaizhou
Jilin-1-4;2017-074A;43022;253;Optical Imaging;LEO;Sun-Synchronous;0;532;545;9,41E-04;97,5;95,4;;;3;Taiyuan Launch Center;Long March 6
Jilin-1-5;2017-074B;43023;253;Optical Imaging;LEO;Sun-Synchronous;0;531;544;9,41E-04;97,5;95,4;;;3;Taiyuan Launch Center;Long March 6
Jilin-1-6;2017-074C;43024;253;Optical Imaging;LEO;Sun-Synchronous;0;531;544;9,41E-04;97,5;95,4;;;3;Taiyuan Launch Center;Long March 6
Jilin-1-7;2018-008E;43159;253;Optical Imaging;LEO;Sun-Synchronous;0;523;546;1,67E-03;97,5;95,3;;;3;Jiuquan Satellite Launch Center;Long March 11
Jilin-1-8;2018-008F;43160;253;Optical Imaging;LEO;Sun-Synchronous;0;527;546;1,38E-03;97,5;95,3;;;3;Jiuquan Satellite Launch Center;Long March 11
Jilin-1-9;2019-005B;43943;253;Multispectral Imaging;LEO;Sun-Synchronous;0;521;538;1,23E-03;97,5;95,2;;;3;Jiuquan Satellite Launch Center;Long March 11
Jin Zijing 1-01; 2021-033G;48254;253;;LEO;Sun-Synchronous;0;494;508;1,02E-03;97,4;94,7;;;;Taiyuan Launch Center;Long March 6
Jin Zijing 1-02;2021-033H;48255;253;;LEO;Sun-Synchronous;0;494;509;1,09E-03;97,4;94,7;;;;Taiyuan Launch Center;Long March 6
Jin Zijing 1-03;2021-117B;49813;253;;LEO;Sun-Synchronous;0;485;501;1,17E-03;97,39;95,24;;;;Jiuquan Satellite Launch Center;Ceres 1
Jin Zijing 2 ;2021-091L;49325;253;;LEO;Sun-Synchronous;0;500;523;1,67E-03;97,5;97,2;" 	4 ";;;Taiyuan Launch Center;Long March 2D
Jin Zijing 3;2023-007M;55259;253;Optical Imaging;LEO;Sun-Synchronous;0;483;494;8,02E-04;97,4;94,5;" 	10 ";;;Taiyan Launch Center;Long March 2D
Jin Zijing 4;2023-007N;55260;253;Optical Imaging;LEO;Sun-Synchronous;0;481;492;8,02E-04;97,4;94,5;" 	10 ";;;Taiyuan Launch Center;Long March 2D
Jin Zijing 5;2021-117E;49816;253;Optical Imaging;LEO;Sun-Synchronous;0;479;501;1,60E-03;97,4;94,5;;;;Jiuquan Satellite Launch Center;Ceres 1
Jin Zijing 6;2023-007L;55258;253;Optical Imaging;LEO;Sun-Synchronous;0;481;492;8,02E-04;97,4;94,5;" 	50 ";;;Taiyuan Launch Center;Long March 2D
Jingshi-1;2019-059B;44529;253;Optical Imaging/Automatic Identification System (AIS);LEO;Sun-Synchronous;0;732;749;1,20E-03;98,6;99,6;;;;Taiyuan Launch Center;Long March 4B
JYISat;2018-099AX;43803;253;Amateur Radio;LEO;Sun-Synchronous;0;573;590;1,22E-03;97,7;93,6;;;;Vandenberg AFB;Falcon 9
Kaituo-1A;2015-049F;40904;253;;LEO;Sun-Synchronous;0;518;536;1,30E-03;97,46;95,18;;;;Taiyuan Launch Center;Long March 6
Kanopus-B;2012-039A;38707;253;Optical Imaging;LEO;Sun-Synchronous;0;501;505;2,91E-04;97,5;94,7;" 	110 ";300;5;Baikonur Cosmodrome;Soyuz-Fregat
Kanopus-V-IK-2;2017-042A;42825;253;Optical Imaging;LEO;Sun-Synchronous;0;505;508;2,18E-04;97,4;94,7;;;;Baikonur Cosmodrome;Soyuz-2.1a
Kanopus-V-IK-3;2018-014A;43180;253;Optical Imaging;LEO;Sun-Synchronous;0;505;509;2,91E-04;97,4;94,7;;;;Vostochny Cosmodrome;Soyuz-2.1a
Kanopus-V-IK-4;2018-014B;43181;253;Optical Imaging;LEO;Sun-Synchronous;0;500;509;6,55E-04;97,4;94,7;;;;Vostochny Cosmodrome;Soyuz-2.1a
Kanopus-V-IK-5;2018-111A;43876;253;Optical Imaging;LEO;Sun-Synchronous;0;503;511;5,82E-04;97,5;94,7;;;;Vostochny Cosmodrome;Soyuz-2.1a
Kanopus-V-IK-6;2018-111B;43877;253;Optical Imaging;LEO;Sun-Synchronous;0;498;511;9,46E-04;97,5;94,7;;;;Vostochny Cosmodrome;Soyuz-2.1a
KazEOSat-1;2014-024A;39731;253;Optical Imaging;LEO;Sun-Synchronous;0;751;754;2,11E-04;98,53;99,87;;1200;7,25;Guiana Space Center;Vega
KazEOSat-2;2014-033A;40010;253;Optical Imaging;LEO;Sun-Synchronous;0;612;636;1,72E-03;97,99;97,19;;55;7;Dombarovsky Air Base;Dnepr
KazSat-2;2011-035B;37749;253;;GEO;;86,5;35.786;35.788;2,37E-05;0,03;1436,13;;;12;Baikonur Cosmodrome;Proton M
KazSat-3;2014-023B;39728;253;;GEO;;58,5;35.784;35.789;5,93E-05;0,12;1436,08;;5500;15;Baikonur Cosmodrome;Proton M
KazSTSAT;2018-099AB;43783;253;Optical Imaging;LEO;Sun-Synchronous;0;573;589;1,15E-03;97,7;96,3;;;5;Vandenberg AFB;Falcon 9
Kent Ridge 1;2015-077B;41167;253;Optical Imaging;LEO;Equatorial;0;534;551;1,23E-03;14,98;95,49;;;;Satish Dhawan Space Centre;PSLV-C29
Kepler-10 BABY YODA;2021-006CS;47501;253;;LEO;Sun-Synchronous;0;526;535;6,52E-04;97,5;95,2;;;;Cape Canaveral;Falcon 9
Kepler-11 DANEEL;2021-006CU;47503;253;;LEO;Sun-Synchronous;0;525;535;7,25E-04;97,7;95,2;;;;Cape Canaveral;Falcon 9
Kepler-12 BOBA;2021-026AK;47446;253;;LEO;Sun-Synchronous;0;526;535;6,52E-04;97,5;95,2;;;;Cape Canaveral;Falcon 9
Kepler-13 LUCKY;2021-026AT;47454;253;;LEO;Sun-Synchronous;0;526;535;6,52E-04;97,5;95,2;;;;Cape Canaveral;Falcon 9
Kepler-14 STELLA;2021-006CB;47486;253;;LEO;Sun-Synchronous;0;525;535;7,25E-04;97,5;95,2;;;;Cape Canaveral;Falcon 9
Kepler-15 SUDORMRF;2021-006BA;47461;253;;LEO;Sun-Synchronous;0;527;535;5,80E-04;97,5;95,2;;;;Cape Canaveral;Falcon 9
Kepler-16 ASTRAEUS;2022-002CD;51059;253;;LEO;Sun-Synchronous;0;524;535;7,97E-04;97,5;94,7;;;;Cape Canaveral;Falcon 9
Kepler-17 KARINA;2022-002CB;51057;253;;LEO;Sun-Synchronous;0;525;535;7,25E-04;97,5;94,7;;;;Cape Canaveral;Falcon 9
Kepler-18 BLIP-A;2022-002U;51002;253;;LEO;Sun-Synchronous;0;524;535;7,97E-04;97,5;94,7;;;;Cape Canaveral;Falcon 9
Kepler-19;2022-002BV;51051;253;;LEO;Sun-Synchronous;0;519;535;1,16E-03;97,5;94,7;;;;Cape Canaveral;Falcon 9
Kepler-2 CASE;2018-096L;43729;253;;LEO;Sun-Synchronous;0;476;500;1,75E-03;97,4;95;;;;Satish Dhawan Space Centre;PSLV
Kepler-20;2023-054AR;56217;253;;LEO;Sun-Synchronous;0;491;507;1,16E-03;97,4;95;" 	15 ";;;Vandenberg AFB;Falcon 9
Kepler-21;2023-054AS;56218;253;;LEO;Sun-Synchronous;0;;;;97,4;95;" 	15 ";;;Vandenberg AFB;Falcon 9
Kepler-3 TARS;2020-061AZ;46319;253;;LEO;Sun-Synchronous;0;531;535;2,90E-04;97,5;94,1;;;;Guiana Space Center;Vega
Kepler-4 ANTILLES;2020-068AP;46499;253;;LEO;Sun-Synchronous;0;552;568;1,15E-03;97,7;95,8;;;;Plesetsk Cosmodrome;Soyuz-2.1b
Kepler-5 AMIDALA;2020-068AN;46498;253;;LEO;Sun-Synchronous;0;552;568;1,15E-03;97,7;95,8;;;;Plesetsk Cosmodrome;Soyuz-2.1b
Kepler-6 ROCINANTE;2021-022Z;47955;253;;LEO;Sun-Synchronous;0;534;563;2,10E-03;97,7;95,8;;;;Baikonur Cosmodrome;Soyuz-2.1b
Kepler-7 C3PO;2021-022T;47949;253;;LEO;Sun-Synchronous;0;536;563;1,95E-03;97,7;95,8;;;;Baikonur Cosmodrome;Soyuz-2.1b
Kepler-8 AMAROK;2021-006BR;47476;253;;LEO;Sun-Synchronous;0;526;535;6,52E-04;97,5;95,2;;;;Cape Canaveral;Falcon 9
Kepler-9 ARTEMIS;2021-006DX;47531;253;;LEO;Sun-Synchronous;0;526;535;6,52E-04;97,5;95,2;;;;Cape Canaveral;Falcon 9
KestrelEye IIM;1998-067NE;42982;253;Optical Imaging;LEO;Non-Polar Inclined;0;400;407;5,17E-04;51,6;92,6;;;;International Space Station;Nanorack Deployer
USA 338;2022-117A;53883;253;Optical Imaging;LEO;Polar;0;366;416;3,70E-03;73,6;92,7;;;5;Vandenberg AFB;Delta 4 Heavy
USA 186;2005-042A;28888;253;Optical Imaging;LEO;Elliptical;0;264;1.050;5,59E-02;97,9;97;" 	10.000 ";;5;Vandenberg AFB;Titan IV
USA 224;2011-002A;37348;253;Optical Imaging;LEO;Elliptical;0;200;1.000;5,74E-02;97,8;97;" 	10.000 ";;5;Vandenberg AFB;Delta 4 Heavy
USA 245;2013-043A;39232;253;Optical Imaging;LEO;Elliptical;0;257;997;5,29E-02;97,8;97,25;" 	10.000 ";;5;Vandenberg AFB;Delta 4 Heavy
USA 290;2019-004A;43941;253;Optical Imaging;LEO;Polar;0;395;419;1,77E-03;74;92,7;" 	10.000 ";;5;Vandenberg AFB;Delta 4 Heavy
USA 314;2021-032A;48247;253;Optical Imaging;LEO;Sun-Synchronous;0;524;758;1,67E-02;98,2;97,9;;;5;Vandenberg AFB;Delta 4 Heavy
KhalifaSat;2018-084F;43676;253;Optical Imaging;LEO;Sun-Synchronous;0;597;616;1,36E-03;97,8;96,8;;;;Tanegashima Space Center;H2A
Khayyam;2022-096A;53370;253;Optical Imaging;LEO;Sun-Synchronous;0;491;494;2,19E-04;97,4;96,7;;;;Baikonur Cosmodrome;Soyuz
KILIÇSAT;2023-054D;56181;253;Automatic Identification System (AIS);LEO;Sun-Synchronous;0;497;508;8,00E-04;97,4;96,7;" 	4 ";;;Vandenberg AFB;Falcon 9
KIPP-1;2018-008C;43157;253;Internet of Things (IoT);LEO;Sun-Synchronous;0;528;547;1,38E-03;97,5;95,3;;;;Jiuquan Satellite Launch Center;Long March 11
Kirameki 2;2017-005A;41940;253;;GEO;;92,97;35.764;35.810;5,46E-04;0,1;1436,1;;;15;Tanegashima Space Center;H2A
KJSY-1;2015-049R;40914;253;;LEO;Sun-Synchronous;0;520;540;1,45E-03;97,46;95,23;;;;Taiyuan Launch Center;Long March 6
KKS-1;2009-002H;33499;253;;LEO;Sun-Synchronous;0;651;667;1,14E-03;98,03;97,92;;;1;Tanegashima Space Center;H2A
KL-Alpha-A ;2019-077A;44785;253;;LEO;Polar;0;1.044;1.056;8,09E-04;88,9;106,2;;;;Jiuquan Satellite Launch Center;Kuaizhou 1A
KL-Alpha-B;2019-077B;44786;253;;LEO;Polar;0;1.045;1.430;2,53E-02;88,9;110,2;;;;Jiuquan Satellite Launch Center;Kuaizhou 1A
KL-Beta-A;2021-070A;49059;253;;LEO;Polar;0;899;907;5,50E-04;88,9;110,2;;;;Taiyuan Launch Center;Long March 6
KL-Beta-B;2021-070B;49060;253;;LEO;Polar;0;899;907;5,50E-04;88,9;110,2;;;;Taiyuan Launch Center;Long March 6
KMSL (Korea Microgravity Science Laboratory);2021-022U;47950;253;;LEO;Sun-Synchronous;0;536;563;1,95E-03;97,5;95,2;;;;Baikonur Cosmodrome;Soyuz-2.1b
Kompsat-2;2006-031A;29268;253;Optical Imaging;LEO;Sun-Synchronous;0;676;698;1,56E-03;98,2;98,5;;955;3;Plesetsk Cosmodrome;Rokot
Kompsat-3;2012-025B;38338;253;Optical Imaging;LEO;Sun-Synchronous;0;679;696;1,20E-03;98,2;98,5;;1300;4;Tanegashima Space Center;H2A
Kompsat-3A;2015-014A;40536;253;Optical Imaging;LEO;Sun-Synchronous;0;522;540;1,30E-03;97,5;95,25;;1300;4;Dombarovsky Air Base;Dnepr
Kompsat-5;2013-042A;39227;253;Radar Imaging;LEO;Sun-Synchronous;0;535;552;1,23E-03;97,6;95,5;;1400;5;Dombarovsky Air Base;Dnepr
Koreasat 5;2006-034A;29349;253;;GEO;;113,08;35.780;35.792;1,42E-04;0,02;1436,1;;;;Sea Launch Odyssey;Zenit 3SL
Koreasat 5A;2017-067A;42984;253;;GEO;;113;35.787;35.799;1,42E-04;0;1436;;6500;15;Cape Canaveral;Falcon 9
Koreasat 6;2010-070B;37265;253;;GEO;;116;35.780;35.794;1,66E-04;0,05;1436,12;" 	1.150 ";;15;Guiana Space Center;Ariane 5
Koreasat 7;2017-023A;42691;253;;GEO;;116;35.781;35.791;1,19E-04;0;1436,08;;;15;Guiana Space Center;Ariane 5
KOSEN-1;2021-102H;49402;253;;LEO;Sun-Synchronous;0;543;572;2,09E-03;97,6;95;;;;Uchinoura Space Center;H2A
KSF1-A;2021-059BD;48930;253;Electronic Intelligence;LEO;Sun-Synchronous;0;513;534;1,52E-03;97,5;95,1;;;;Cape Canaveral;Falcon 9
KSF1-B;2021-059AZ;48926;253;Electronic Intelligence;LEO;Sun-Synchronous;0;513;535;1,60E-03;97,5;95,1;;;;Cape Canaveral;Falcon 9
KSF2-A;2022-033AP;52194;253;;LEO;Sun-Synchronous;0;492;511;1,38E-03;97,4;95;;;;Cape Canaveral;Falcon 9
KSF2-B;2022-033AN;52193;253;;LEO;Sun-Synchronous;0;492;511;1,38E-03;97,4;95;;;;Cape Canaveral;Falcon 9
KSF2-C;2022-033AJ;52189;253;;LEO;Sun-Synchronous;0;496;509;9,46E-04;97,4;95;;;;Cape Canaveral;Falcon 9
KSF2-D;2022-033AK;52190;253;;LEO;Sun-Synchronous;0;496;509;9,46E-04;97,4;95;;;;Cape Canaveral;Falcon 9
KSF3-A;2023-001CF;55086;253;;LEO;Sun-Synchronous;0;513;535;;97,5;95,4;10;;;Cape Canaveral;Falcon 9
KSF3-B;2023-001L;55019;253;;LEO;Sun-Synchronous;0;505;517;;97,5;95,4;10;;;Cape Canaveral;Falcon 9
KSF3-C;2023-001K;55018;253;;LEO;Sun-Synchronous;0;505;517;;97,5;95,4;10;;;Cape Canaveral;Falcon 9
KSF3-D;2023-001CE;55085;253;;LEO;Sun-Synchronous;0;513;536;;97,5;95,4;10;;;Cape Canaveral;Falcon 9
KSFI-C;2021-059BR;48942;253;Electronic Intelligence;LEO;Sun-Synchronous;0;512;534;1,60E-03;97,5;95,1;;;;Cape Canaveral;Falcon 9
KSFI-D;2021-059BZ;48950;253;Electronic Intelligence;LEO;Sun-Synchronous;0;513;533;1,45E-03;97,5;95,1;;;;Cape Canaveral;Falcon 9
KSM-1A;2020-081B;46906;253;Radio Frequency Monitoring;LEO;Non-Polar Inclined;0;564;576;8,65E-04;36,9;96,1;;;;Satish Dhawan Space Centre;PSLV
KSM-1B;2020-081C;46907;253;Radio Frequency Monitoring;LEO;Non-Polar Inclined;0;562;575;9,37E-04;36,9;96,1;;;;Satish Dhawan Space Centre;PSLV
KSM-1C;2020-081H;46912;253;Radio Frequency Monitoring;LEO;Non-Polar Inclined;0;561;575;1,01E-03;36,9;96,1;;;;Satish Dhawan Space Centre;PSLV
KSM-1D;2020-081K;46914;253;Radio Frequency Monitoring;LEO;Non-Polar Inclined;0;562;574;8,65E-04;36,9;96,1;;;;Satish Dhawan Space Centre;PSLV
KSU Cubesat;2021-022Y;47954;253;;LEO;Sun-Synchronous;0;536;562;1,88E-03;97,5;95,4;;;;Baikonur Cosmodrome;Soyuz-2.1a
Kuafu-1;2022-129A;54029;253;;LEO;Sun-Synchronous;0;713;732;1,34E-03;98,2;96;;;;Jiuquan Satellite Launch Center;Long March 2D
KuwaitSat-1;2023-001CY;55103;253;;LEO;Sun-Synchronous;0;515;536;1,52E-03;97,5;95,1;" 	3 ";;;Cape Canaveral;Falcon 9
KX-09;2019-058B;44520;253;;LEO;Sun-Synchronous;0;592;609;1,22E-03;97,8;9;;;;Jiuquan Satellite Launch Center;Kuaizhou 1A
